0.000000000000000000e+00 1.109378533267704725e+01
0.000000000000000000e+00 1.056780536889496958e+01
1.000000000000000000e+00 1.946790590657843323e+00
1.000000000000000000e+00 -4.223224653372447679e-01
1.000000000000000000e+00 2.941672747843731006e-01
0.000000000000000000e+00 1.109334650442108483e+01
1.000000000000000000e+00 -9.494852121932063627e-01
0.000000000000000000e+00 1.024855766760894937e+01
1.000000000000000000e+00 5.026123167360042610e-01
0.000000000000000000e+00 1.078033683512550667e+01
1.000000000000000000e+00 -3.157610719925858511e-01
1.000000000000000000e+00 5.050104145812369660e-01
1.000000000000000000e+00 3.868302046448054643e+00
0.000000000000000000e+00 1.058131379643589476e+01
0.000000000000000000e+00 1.089781542861632779e+01
1.000000000000000000e+00 -4.371794958622545302e+00
1.000000000000000000e+00 -1.446612362690808951e+00
0.000000000000000000e+00 1.248026649232451391e+01
0.000000000000000000e+00 8.206830910434822712e+00
0.000000000000000000e+00 1.062979615812351497e+01
1.000000000000000000e+00 4.962889773790386982e+00
0.000000000000000000e+00 1.026636685903947388e+01
0.000000000000000000e+00 8.566278537252760117e+00
0.000000000000000000e+00 1.022472518444100054e+01
0.000000000000000000e+00 1.047909386291316203e+01
1.000000000000000000e+00 4.094093049644556559e-01
1.000000000000000000e+00 3.348367891683850406e+00
0.000000000000000000e+00 9.635151904087951635e+00
0.000000000000000000e+00 8.487136106104431477e+00
0.000000000000000000e+00 9.953451790411509847e+00
1.000000000000000000e+00 7.410732331639900694e-02
0.000000000000000000e+00 9.277784255224736043e+00
0.000000000000000000e+00 1.052352419334019196e+01
0.000000000000000000e+00 1.056719566184716186e+01
0.000000000000000000e+00 1.054367660007983254e+01
1.000000000000000000e+00 2.939534962956435460e-01
1.000000000000000000e+00 2.376994715612881226e+00
1.000000000000000000e+00 2.168752789576512130e-01
0.000000000000000000e+00 9.472436869708541707e+00
0.000000000000000000e+00 8.882084546012348980e+00
1.000000000000000000e+00 -2.206770651132726524e+00
1.000000000000000000e+00 -2.048221814915523797e+00
0.000000000000000000e+00 9.299745342980203944e+00
0.000000000000000000e+00 1.082120412399826037e+01
1.000000000000000000e+00 2.347163149743462518e-01
0.000000000000000000e+00 1.132041725890168316e+01
1.000000000000000000e+00 -7.153217698077242170e-01
1.000000000000000000e+00 1.236718040201415514e+00
0.000000000000000000e+00 8.926191302043193332e+00
0.000000000000000000e+00 1.093452160694621966e+01
0.000000000000000000e+00 8.890320525652123607e+00
1.000000000000000000e+00 5.059109433735297090e-01
1.000000000000000000e+00 -8.863453847384740181e-01
1.000000000000000000e+00 8.112147420766037120e-01
0.000000000000000000e+00 9.369930491631929925e+00
0.000000000000000000e+00 1.044739321828634537e+01
1.000000000000000000e+00 2.531835203330407569e-01
0.000000000000000000e+00 1.016627212357330379e+01
1.000000000000000000e+00 2.007473720389696403e+00
1.000000000000000000e+00 3.779255315512315971e-01
1.000000000000000000e+00 -2.123464528030861054e+00
1.000000000000000000e+00 -1.231067407181023032e+00
1.000000000000000000e+00 -1.998759417751909018e+00
0.000000000000000000e+00 1.152334201918511170e+01
1.000000000000000000e+00 -6.204384672096248110e-01
1.000000000000000000e+00 1.148265465164738597e+00
0.000000000000000000e+00 1.150132658536072405e+01
0.000000000000000000e+00 1.005097522793168352e+01
0.000000000000000000e+00 1.087453115881602805e+01
0.000000000000000000e+00 8.225631914420093338e+00
0.000000000000000000e+00 1.009885721949622273e+01
1.000000000000000000e+00 -1.464372920763208574e+00
0.000000000000000000e+00 7.618570924240998465e+00
0.000000000000000000e+00 9.429347614368023045e+00
1.000000000000000000e+00 2.018181360660810331e+00
0.000000000000000000e+00 1.059210033713277710e+01
1.000000000000000000e+00 1.503814420613191150e+00
0.000000000000000000e+00 8.680773995136023657e+00
1.000000000000000000e+00 -1.107188612954660645e+00
0.000000000000000000e+00 9.454391323970355643e+00
1.000000000000000000e+00 6.100615170636870532e-01
0.000000000000000000e+00 1.094796119373818044e+01
1.000000000000000000e+00 -8.188371039852100353e-01
1.000000000000000000e+00 1.063131527359066464e+00
0.000000000000000000e+00 9.044928213409932027e+00
1.000000000000000000e+00 -4.172191843088780772e+00
1.000000000000000000e+00 -8.511795662884186209e-01
0.000000000000000000e+00 1.006716787120251055e+01
0.000000000000000000e+00 9.701925667106818807e+00
1.000000000000000000e+00 -1.921692996442328605e+00
1.000000000000000000e+00 -5.497765776964860240e-01
0.000000000000000000e+00 9.442364748643200301e+00
1.000000000000000000e+00 2.172379599519812299e+00
0.000000000000000000e+00 9.541434593124813901e+00
0.000000000000000000e+00 9.849032381314485107e+00
1.000000000000000000e+00 4.189838242705888893e-01
1.000000000000000000e+00 6.330873982871746408e-01
1.000000000000000000e+00 2.118278416992608548e+00
1.000000000000000000e+00 -4.214457020301946577e-01
1.000000000000000000e+00 -1.752679373204444113e+00
0.000000000000000000e+00 1.009956181192666591e+01
1.000000000000000000e+00 1.983674183186625362e+00
